draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1948,0,0,INJ,Jack,Coleman,ColemJa01,Louisiana State,N
1948,0,0,INJ,Alex,Hannum,HannuAl01,Southern California,N
1948,0,0,INJ,Norman,Kohler,,North Carolina,N
1948,0,0,INJ,George,Kok,,Arkansas,N
1948,0,0,INJ,Andy,Kostecka,KosteAn01,Georgetown,N
1948,0,0,INJ,Ray,Lumpp,LumppRa01,New York University,N
1948,0,0,INJ,Bob,Paxton,,North Carolina,N
1948,0,0,INJ,Jack,Phoenix,,Idaho,N
1948,0,0,INJ,Dick,Wehr,WehrDi01 ,Rice,N
1948,0,0,MIE,Cliff,Crandall,,Oregon State,N
1948,0,0,MIE,Arnold,Ferrin,FerriAr01,Utah,N
1948,0,0,MIE,Earl,Gardner,GardnEa01,DePauw,N
1948,0,0,MIE,Dee,Gibson,GibsoDe01,Western Kentucky,N
1948,0,0,MIE,Chuck,Hanger,,California,N
1948,0,0,MIE,Ken,Jastrow,,Denver,N
1948,0,0,MIE,Bob,Lowther,,Louisiana State,N
1948,0,0,MIE,Junior,Skogland,,Gustavus Adolphus,N
1948,0,0,MIE,Quentin,Stinson,,Southern Illinois,N
1948,0,0,MIE,Johnny,Orr,OrrJo01  ,Beloit,N
1948,0,0,nyk,Gene,Berce,BerceGe01,Marquette,N
1948,0,0,nyk,Leland,Byrd,,West Virginia,N
1948,0,0,nyk,Harry,Gallatin,GallaHa01,NE Missouri State,N
1948,0,0,nyk,Keith,Grimes,,East Central State,N
1948,0,0,nyk,Melvin,McGaha,McGahMe01,Arkansas,N
1948,0,0,nyk,Ed,Peterson,PeterEd01,Cornell,N
1948,0,0,nyk,Goebel,Ritter,,Eastern Kentucky,N
1948,0,0,nyk,Adolph,Schayes,SchayDo01,New York University,N
1948,0,0,nyk,Richard,Shrider,ShridDi01,Ohio,N
1948,0,0,nyk,John,Stanisch,,UCLA,N
1948,0,0,phi,William,Brown,,Maryland,N
1948,0,0,phi,Hugh,Compton,,Louisville,N
1948,0,0,phi,Joe,Nelson,,Brigham Young,N
1948,0,0,phi,Clint,Pace,,Pepperdine,N
1948,0,0,phi,Roy,Pugh,PughRo01 ,Southern Methodist,N
1948,0,0,phi,Don,Ray,RayDo01  ,Western Kentucky,N
1948,0,0,phi,Tom,Short,,Kansas Wesleyan,N
1948,0,0,phi,Joe,Wahl,,Akron,N
1948,0,0,phi,Andy,Wolfe,,California,N
1948,0,0,pro,AL,Bennett,,Oklahoma A&M,N
1948,0,0,pro,Jack,Coleman,ColemJa01,Louisville,N
1948,0,0,pro,Ed,Faber,,Trinity,N
1948,0,0,pro,Verl,Heap,,Arizona State,N
1948,0,0,pro,Otto,Snellbacher,,Kansas,N
1948,0,0,pro,Andy,Tonkovich,TonkoAn01,Marshall,N
1948,0,0,pro,Brady,Walker,WalkeBr01,Brigham Young,N
1948,0,0,roc,Bill,Gabor,GaborBi01,Syracuse,N
1948,0,0,roc,Ed,Keim,,Niagara,N
1948,0,0,roc,Leo,Kubiak,KubiaLe01,Bowling Green,N
1948,0,0,roc,Hank,OKeefe,,Canisius,N
1948,0,0,roc,Johnny,Macknowski,MacknJo01,Seton Hall,N
1948,0,0,roc,Lionel,Melamed,,CCNY,N
1948,0,0,roc,Warren,Stickel,,Syracuse,N
1948,0,0,roc,Robert,Wanzer,Wanzebo01,Seton Hall,N
1948,0,0,roc,Paul,Yesavi,,Niagara,N
1948,0,0,roc,Alex,Athas,,Tulane,N
1948,0,0,ST1,Jack,Burmaster,BurmaJa01,Illinois,N
1948,0,0,ST1,Gordon,Flick,,Drake,N
1948,0,0,ST1,Robert,Gale,,Cornell,N
1948,0,0,ST1,John,Hoppin,,Dickinson,N
1948,0,0,ST1,Dan,London,,Washington U. (MO),N
1948,0,0,ST1,D,Miller,,St. Louis,N
1948,0,0,ST1,Easy,Parham,ParhaEa01,Texas Wesleyan,N
1948,0,0,ST1,DC,Wilcutt,WilcuDC01,St. Louis,N
1948,0,0,WSC,Fred,Bartell,,Oregon,N
1948,0,0,WSC,Ed,Hughes,,San Jose State,N
1948,0,0,WSC,Thorton,Jenkins,,Missouri,N
1948,0,0,WSC,Leo,Katkaveck,KatkaLe01,North Carolina State,N
1948,0,0,WSC,Jack,Nichols,NichoJa01,Washington,N
1948,0,0,WSC,CT,Parker,,Louisiana Tech,N
1948,0,0,WSC,Jack,Parkinson,ParkiJa01,Kentucky,N
1948,0,0,WSC,Don,Walker,,Sam Houston State,N
1948,0,0,WSC,Al,Williams,,Arkansas,N
1949,0,0,ba1,Roger,Wiley,,Oregon,N
1949,0,0,ba1,Jim,McMullen,,Xavier,N
1949,0,0,ba1,Eppa,Rixey,,Kenyon,N
1949,0,0,ba1,Bill,Evans,,Drake,N
1949,0,0,ba1,Tom,Gallagher,,St. Francis,N
1949,0,0,ba1,Bill,Zipple,,Lafayette,N
1949,0,0,Bos,Bill,Tom,,Rice,N
1949,0,0,Bos,Ed,Little,,Denver JC,N
1949,0,0,Bos,Jim,Simpson,,Bates,N
1949,0,0,Bos,Bill,Vandenburgh,,Washington,N
1949,0,0,Bos,Emerson,Speicher,,Bowling Green,N
1949,0,0,Bos,Bill,Weight,,Brigham Young,N
1949,0,0,Bos,Russ,Washburn,,Colby,N
1949,0,0,ftw,Dal,Zuber,,Toledo,N
1949,0,0,INI,Charlie,Maas,,Butler,N
1949,0,0,INI,Jim,OHalloran,,Notre Dame,N
1949,0,0,INI,JL,Parks,,Oklahoma A&M,N
1949,0,0,Min,Bob,Harrison,HarriBo02,Michigan,N
1949,0,0,Min,Paul,Walther,WalthPa01,Tennessee,N
1949,0,0,nyk,Bill,Kleine,,Missouri Valley,N
1949,0,0,nyk,Don,Bagley,,Notre Dame,N
1949,0,0,nyk,Bob,Prewitt,,Southern Methodist,N
1949,0,0,nyk,Ken,Kearns,,Arkansas,N
1949,0,0,nyk,Bill,Litchfield,,Emporia State,N
1949,0,0,Pro,Paul,Courty,,Oklahoma,N
1949,0,0,Pro,Jack,Theolan,,DePaul,N
1949,0,0,Pro,Carl,Schaeffer,,Alabama,N
1949,0,0,Pro,Bill,Tanzler,,Florida,N
1949,0,0,ST1,Marv,Schatzman,SchatMa01,St. Louis,N
1949,0,0,ST1,Preston,Ward,,Southwest Missouri,N
1949,0,0,ST1,Jack,Davidson,,Stanford,N
1949,0,0,ST1,Bob,Retherford,,Nebraska,N
1949,0,0,ST1,Joe,Crandall,,Oregon State,N
1949,0,0,ST1,Eddie,Van,,NW Oklahoma,N
1949,0,0,WSC,Jim,Lacy,,Loyola,N
1949,0,0,WSC,Maynard,Haitcock,,George Washington,N
1949,1,0,ba1,Ron,Livingstone,LivinRo01,Wyoming,N
1949,1,0,Bos,George,Kaftan,KaftaGe01,Holy Cross,N
1949,1,0,CH1,Jack,Kerris,KerriJa01,Loyola (IL),N
1949,1,0,ftw,Bob,Harris,HarriBo01,Oklahoma State,N
1949,1,0,INI,Alex,Groza,GrozaAl01,Kentucky,N
1949,1,0,Min,Vern,Mikkelsen,MikkeVe01,Hamline,N
1949,1,0,nyk,Dick,McGuire,McGuiDi01,St. John's,N
1949,1,0,Phi,Vern,Gardner,GardnVe01,Utah,N
1949,1,0,Pro,Howie,Shannon,ShannHo01,Kansas State,N
1949,1,0,Roc,Frank,Saul,SaulFr01 ,Seton Hall,N
1949,1,0,ST1,Ed,Macauley,MacauEd01,St. Louis,N
1949,1,0,WSC,Wallace,Jones,JonesWa01,Kentucky,N
1949,2,0,Bos,Tony,Lavelli,LavelTo01,Yale,N
1949,2,0,CH1,Ralph,Beard,BeardRa01,Kentucky,N
1949,2,0,ftw,John,Oldham,OldhaJo01,Western Kentucky,N
1949,2,0,INI,Leo,Barnhorst,BarnhLe01,Notre Dame,N
1949,2,0,nyk,Harry,Donovan,DonovHa01,Muhlenberg,N
1949,2,0,Phi,Jim,Nolan,NolanJi01,Georgia Tech,N
1949,2,0,Roc,Jack,Coleman,ColemJa01,Louisville,N
1949,2,0,ST1,John,Orr,OrrJo01  ,Beloit,N
1949,2,0,WSC,Jim,Owens,owensja01,Baylor,N
1949,3,0,ba1,Paul,Gordon,GordoPa01,Notre Dame,N
1949,3,0,Bos,Joe,Mullaney,MullaJo01,Holy Cross,N
1949,3,0,CH1,Dike,Eddleman,EddleTH01,Illinois,N
1949,3,0,ftw,Fred,Schaus,SchauFr01,West Virginia,N
1949,3,0,INI,Mac,Otten,OttenMa01,Bowling Green,N
1949,3,0,nyk,Ernie,Vandeweghe,VandeEr01,Colgate,N
1949,3,0,Phi,Nelson,Bobb,BobbNe01 ,Temple,N
1949,3,0,Pro,Ed,Leede,LeedeEd01,Dartmouth,N
1949,4,0,ftw,Jerry,Nagel,NagelJe01,Loyola,N
1949,4,0,INI,Bob,Evans,EvansBo01,Butler,N
1949,4,0,Pro,Warren,Perkins,PerkiWa01,Tulane,N
1949,5,0,Pro,Ray,Corley,CorleRa01,Georgetown,N
1949,5,0,ST1,Glenn,Dodd,,NE Missouri,N
1949,5,0,WSC,Cliff,Barker,BarkeCl01,Kentucky,N
1949,6,0,INI,Don,Boven,,Western Michigan,N
1949,7,0,ST1,John,Pritchard,PritcJo01,Drake,N
1949,8,0,Bos,Duane,Klueh,KluehDu01,Indiana State,N
1949,8,0,Pro,Bob,Royer,RoyerBo01,Indiana State,N
1950,1,0,ba1,Don,Rehfeldt,RehfeDo01,Wisconsin,N
1950,1,0,Bos,Charlie,Share,ShareCh01,Bowling Green,N
1950,1,0,CH1,Larry,Foust,FoustLa01,La Salle,N
1950,1,0,Ftw,George,Yardley,YardlGe01,Stanford,N
1950,1,0,INI,Bob,Lavoy,LavoyBo01,Western Kentucky,N
1950,1,0,MIE,Kevin,OShea,OSheKe01 ,Notre Dame,N
1950,1,0,Nyk,Irwin,Dambrot,,CCNY,N
1950,1,0,phi,Paul,Arizin,AriziPa01,Villanova,N
1950,1,0,roc,Joe,McNamee,McNamJo01,San Francisco,N
1950,1,0,syr,Don,Lofgran,LofgrDo01,San Francisco,N
1950,1,0,tri,Bob,Cousy,CousyBo01,Holy Cross,N
1950,1,0,WSC,Dick,Schnittker,SchniDi01,Ohio State,N
1950,2,0,ba1,John,Pilch,PilchJo01,Wyoming,N
1950,2,0,Bos,Chuck,Cooper,CoopeCh01,Duquesne,N
1950,2,0,CH1,Wally,Osterkorn,OsterWa01,Illinois,N
1950,2,0,Ftw,Jim,Riffey,RiffeJi01,Tulane,N
1950,2,0,INI,Paul,Unruh,,Bradley,N
1950,2,0,MIE,Hal,Haskins,,Hamline,N
1950,2,0,Nyk,Herb,Scherer,ScherHe01,Long Island,N
1950,2,0,phi,Ed,Dahler,DahleEd01,Duquesne,N
1950,2,0,roc,George,Stanich,,UCLA,N
1950,2,0,syr,Gerry,Calabrese,CalabGe01,St. John's,N
1950,2,0,tri,Ed,Gayda,GaydaEd01,Washington State,N
1950,2,0,WSC,Bill,Sharman,SharmBi01,Southern California,N
1950,3,0,ba1,Dick,Dickey,DickeDi01,North Carolina State,N
1950,3,0,Bos,Bob,Donham,DonhaBo01,Ohio State,N
1950,3,0,CH1,Lou,Watson,,Indiana,N
1950,3,0,Ftw,Art,Burris,BurriAr01,Tennessee,N
1950,3,0,INI,Charles,Mrazovich,MrazoCh01,Eastern Kentucky,N
1950,3,0,MIE,Howie,Williams,,Purdue,N
1950,3,0,Nyk,Stan,Weber,,Bowling Green,N
1950,3,0,phi,Buddy,Cate,,Western Kentucky,N
1950,3,0,roc,Bob,Roper,,John Carroll,N
1950,3,0,syr,Stan,Christie,,Southern California,N
1950,3,0,tri,Clarence,Brannum,,Kansas State,N
1950,3,0,WSC,Alan,Sawyer,SawyeAl01,UCLA,N
1950,4,0,ba1,Jerry,Reed,,Wyoming,N
1950,4,0,Bos,Ken,Reeves,,Louisville,N
1950,4,0,CH1,Ken,Murray,murrake01,St. Bonaventure,N
1950,4,0,Ftw,Len,Rzewszewski,,Indiana State,N
1950,4,0,INI,Jim,Line,,Kentucky,N
1950,4,0,MIE,Bud,Grant,GrantBu01,Minnesota,N
1950,4,0,Nyk,Joe,Ossola,,St. Louis,N
1950,4,0,phi,Paul,Sensky,,St. Joseph's (PA),N
1950,4,0,roc,Chet,Giermak,,William & Mary,N
1950,4,0,syr,Paul,Merchant,,Oklahoma,N
1950,4,0,tri,Paul,Hicks,,Eastern Kentucky,N
1950,4,0,WSC,Tom,OKeefe,OKeeTo01 ,Georgetown,N
1950,5,0,ba1,Norm,Mager,MagerNo01,CCNY,N
1950,5,0,Bos,Jack,Shelton,,Oklahoma A&M,N
1950,5,0,CH1,Don,Stroot,,Missouri,N
1950,5,0,Ftw,Ed,Thompson,,Kent State,N
1950,5,0,INI,Sonny,Allen,,Morehead State,N
1950,5,0,MIE,Ed,Beach,BeachEd01,West Virginia,N
1950,5,0,Nyk,Dick,Barnes,,San Diego State,N
1950,5,0,phi,Ike,Borsavage,Borsaco01,Temple,N
1950,5,0,roc,Joe,Nelson,,Brigham Young,N
1950,5,0,syr,Paul,Hickey,,Denver,N
1950,5,0,tri,Cal,Christensen,ChrisCa01,Toledo,N
1950,5,0,WSC,Claude,Overton,OvertCl01,East Central Oklahoma,N
1950,6,0,ba1,Rick,Harman,,Kansas State,N
1950,6,0,Bos,Fran,Mahoney,MahonFr01,Brown,N
1950,6,0,CH1,Stu,Inman,,San Jose State,N
1950,6,0,Ftw,Bob,Metcalf,,Valparaiso,N
1950,6,0,INI,Ralph,OBrien,OBriRa01 ,Butler,N
1950,6,0,MIE,Wayne,Glasgow,,Oklahoma,N
1950,6,0,Nyk,Don,Parsons,,Rutgers,N
1950,6,0,phi,Dick,Dallmer,,Cincinnati,N
1950,6,0,roc,John,Givens,,Western Kentucky,N
1950,6,0,syr,Mack,Suprunowicz,,Michigan,N
1950,6,0,tri,Bob,Anderson,,Loyola (MD),N
1950,6,0,WSC,Warren,Cartier,,North Carolina State,N
1950,7,0,ba1,Frank,Comerford,,La Salle,N
1950,7,0,Bos,Dale,Barnstable,,Kentucky,N
1950,7,0,CH1,Milt,Whitehead,,Nebraska,N
1950,7,0,Ftw,Ed,Jones,,Tennessee,N
1950,7,0,INI,Leon,Blevins,BleviLe01,Arizona,N
1950,7,0,MIE,Joe,Hutton,HuttoJo01,Hamline,N
1950,7,0,Nyk,Dan,Bagley,,Notre Dame,N
1950,7,0,phi,Charles,Northup,,Siena,N
1950,7,0,roc,Dan,Kahler,,Southwestern (KS),N
1950,7,0,syr,Lou,Arko,,Akron,N
1950,7,0,tri,Bill,Erickson,,Illinois,N
1950,7,0,WSC,Jim,Cathcart,,Arkansas,N
1950,8,0,ba1,George,Bush,,Toledo,N
1950,8,0,Bos,Frank,Oftring,,Holy Cross,N
1950,8,0,CH1,George,King,KingGe01 ,Morris Harvey,N
1950,8,0,Ftw,Billy,Adcock,,Vanderbilt,N
1950,8,0,INI,Jerry,Stuteville,,Indiana,N
1950,8,0,MIE,Newt,Benson,,River Falls Teachers,N
1950,8,0,Nyk,Charles,Hope,,Appalachian,N
1950,8,0,phi,Brooks,Ricca,,Villanova,N
1950,8,0,roc,Carl,Kraushaar,,UCLA,N
1950,8,0,syr,Bob,Healey,,Georgia,N
1950,8,0,tri,Loy,Doty,,Wyoming,N
1950,8,0,WSC,Joe,Greenbach,,Santa Clara,N
1950,9,0,ba1,Jack,Laub,,Cincinnati,N
1950,9,0,Bos,Bob,Cope,,Montana,N
1950,9,0,CH1,John,Brown,,Georgetown,N
1950,9,0,Ftw,Al,Henningsen,,NW Missouri,N
1950,9,0,INI,Gene,Schmidt,,Texas Christian,N
1950,9,0,MIE,Jim,Reilly,,Swarthmore,N
1950,9,0,Nyk,Don,Heathington,,Baylor,N
1950,9,0,phi,Joe,Kaufman,,New York University,N
1950,9,0,roc,Warren,Switzer,,Rice,N
1950,9,0,syr,Bob,Savage,,Syracuse,N
1950,9,0,tri,Nate,DeLong,DeLonNa01,River Falls Teachers,N
1950,9,0,WSC,Earl,Lloyd,LloydEa01,West Virginia State,N
1950,10,0,ba1,Mike,Zedalis,,Loyola (MD),N
1950,10,0,Bos,Matt,Forman,FormaMa01,Holy Cross,N
1950,10,0,CH1,Bud,Schaeffer,,Wheaton,N
1950,10,0,INI,Colin,Anderson,,Georgia Tech,N
1950,10,0,MIE,Andy,Butchko,,Purdue,N
1950,10,0,phi,Bernie,Adams,,Princeton,N
1950,10,0,roc,Harry,Foley,,Niagara,N
1950,10,0,syr,Glenn,Wilkes,,Mercer,N
1950,10,0,tri,Keith,Bloom,,Wyoming,N
1950,10,0,WSC,Joe,Noertker,,Virginia,N
1950,11,0,INI,Jimmy,Doyle,,Butler,N
1950,11,0,phi,Leo,Wolfe,,Villanova,N
1950,12,0,phi,Ed,Montgomery,,Tennessee,N
1951,1,1,ba1,Gene,Melchiorre,,Bradley,N
1951,1,2,TRI,Mel,Hutchins,HutchMe01,Brigham Young,N
1951,1,3,INI,Marcus,Freiberger,,Oklahoma,N
1951,1,4,FtW,Zeke,Sinicola,SinicZe01,Niagara,N
1951,1,5,Syr,John,McConathy,McConJo01,NW Louisiana,N
1951,1,6,NYK,Ed,Smith,SmithEd01,Harvard,N
1951,1,7,Bos,Ernie,Barrett,BarreEr01,Kansas State,N
1951,1,8,ROC,Sam,Ranzino,RanziSa01,North Carolina State,N
1951,1,9,PH1,Don,Sunderlage,SundeDo01,Illinois,N
1951,1,10,MIE,Whitey,Skoog,SkoogWh01,Minnesota,N
1951,2,1,ba1,Jack,Stone,,Kansas State,N
1951,2,2,TRI,Bill,Gossett,,Colorado A&M,N
1951,2,3,INI,Scotty,Steagall,,Millikin,N
1951,2,4,FtW,Jack,Kiley,KileyJa01,Syracuse,N
1951,2,5,Syr,Don,Savage,SavagDo01,LeMoyne,N
1951,2,6,NYK,Roland,Minson,,Brigham Young,N
1951,2,7,Bos,Bill,Garrett,GarreBi01,Indiana,N
1951,2,8,ROC,Ray,Ragelis,RagelRa01,Northwestern,N
1951,2,9,PH1,Mel,Payton,PaytoMe01,Tulane,N
1951,2,10,MIE,Lew,Hitch,HitchLe01,Kansas State,N
1951,3,1,ba1,Bill,Mann,,Bradley,N
1951,3,2,TRI,Ron,Bontemps,,Beloit,N
1951,3,3,INI,Glenn,Kammeyer,,Central Missouri State,N
1951,3,4,FtW,Jake,Fendley,FendlJa01,Northwestern,N
1951,3,5,Syr,Bato,Govedarica,GovedBa01,DePaul,N
1951,3,6,NYK,Joe,Luchi,,Cincinnati,N
1951,3,7,Bos,John,Furlong,,Pepperdine,N
1951,3,8,ROC,Fred,Diute,DiuteFr01,St. Bonaventure,N
1951,3,9,PH1,Bob,Schloss,,Georgia,N
1951,3,10,MIE,Bob,Payne,,Oregon State,N
1951,4,1,ba1,Bill,Hagler,,California,N
1951,4,2,TRI,Jim,Slaughter,SlaugJi01,South Carolina,N
1951,4,3,INI,Bill,Tosheff,TosheBi01,Indiana,N
1951,4,4,FtW,Herb,Hargett,,Mississippi State,N
1951,4,5,Syr,Paul,Horvath,,North Carolina State,N
1951,4,6,NYK,Lloyd,Sandstrom,,St. Thomas,N
1951,4,7,Bos,Bob,Barnett,,Evansville,N
1951,4,8,ROC,Elmer,Behnke,BehnkEl01,Bradley,N
1951,4,9,PH1,Jud,Milhon,,Ohio Wesleyan,N
1951,4,10,MIE,Gale,McArthur,,Oklahoma A&M,N
1951,5,1,ba1,Leroy,Ishman,,American,N
1951,5,2,TRI,Bob,Sakel,,Evansville,N
1951,5,3,INI,Bob,Pierce,,Nebraska,N
1951,5,4,FtW,Leo,Johnson,,Arizona,N
1951,5,5,Syr,Glen,Anderson,,Colorado A&M,N
1951,5,6,NYK,Tom,Smith,SmithTo02,St. Peter's,N
1951,5,7,Bos,Rip,Gish,,Western Kentucky,N
1951,5,8,ROC,Dan,Bagley,,Notre Dame,N
1951,5,9,PH1,Mike,Kearns,KearnMi01,Princeton,N
1951,5,10,MIE,Leo,Vander Kuy,,Michigan,N
1951,6,1,ba1,Glen,Duggins,,Utah,N
1951,6,2,TRI,John,Rennicke,RenniJo01,Drake,N
1951,6,3,INI,Marv,Johnson,,Wheaton,N
1951,6,4,FtW,Frank,Clasbeek,,Iowa,N
